Date,Branch,Customer_Type,Payment,Total
2024-12-26,A,Normal,Credit Card,332.83
2024-09-02,A,Member,E-wallet,36.97
2025-01-15,B,Normal,Credit Card,208.02
2024-06-03,A,Member,E-wallet,391.11
2024-03-24,A,Normal,Cash,56.22
2024-07-25,B,Member,Cash,394.36
2024-08-29,B,Normal,Credit Card,69.65
2025-02-09,A,Normal,E-wallet,97.78
2024-08-16,B,Member,Credit Card,493.55
2025-01-14,B,Member,E-wallet,34.38
2024-07-09,B,Member,Credit Card,88.77
2024-03-13,A,Member,Credit Card,219.85
2024-07-16,B,Normal,Cash,193.43
2024-03-20,B,Member,E-wallet,14.83
2024-09-04,B,Member,Cash,484.91
2025-01-24,A,Member,Credit Card,33.9
2024-08-09,B,Member,E-wallet,324.39
2025-02-08,B,Normal,E-wallet,224.25
2024-10-15,A,Member,Credit Card,484.91
2024-06-07,B,Member,Credit Card,202.99
2024-12-10,B,Normal,Credit Card,133.19
2024-08-05,B,Member,E-wallet,121.63
2024-12-19,A,Normal,Cash,310.67
2024-12-10,B,Member,E-wallet,435.48
2024-05-07,B,Member,E-wallet,253.78
2024-04-29,B,Normal,Cash,197.08
2024-09-18,B,Member,E-wallet,357.8
2024-05-31,B,Normal,E-wallet,432.28
2024-07-20,B,Normal,Credit Card,88.76
2025-02-04,B,Normal,E-wallet,280.27
2024-04-01,A,Normal,E-wallet,219.55
2024-06-02,B,Member,Credit Card,494.94
2024-07-11,B,Member,E-wallet,327.13
2024-09-26,B,Member,Cash,370.13
2024-03-13,A,Member,Credit Card,129.65
2024-09-09,A,Member,Cash,245.5
2025-01-13,B,Normal,Cash,437.7
2024-07-20,B,Normal,Cash,453.31
2024-06-29,B,Member,Cash,234.37
2024-11-01,A,Member,Cash,86.26
2024-07-20,B,Normal,Credit Card,334.12
2024-05-17,B,Normal,E-wallet,230.47
2024-02-12,A,Member,Cash,498.59
2024-08-22,B,Normal,Credit Card,461.82
2024-10-02,A,Member,Credit Card,261.73
2024-05-11,A,Member,Cash,239.95
2024-11-20,B,Member,Cash,466.42
2024-12-27,A,Normal,Cash,385.61
2025-01-18,B,Normal,Credit Card,30.5
2024-12-03,A,Normal,E-wallet,234.62
2024-12-26,A,Member,Cash,56.2
2024-03-22,A,Member,Credit Card,344.65
2024-12-25,B,Normal,E-wallet,388.19
2024-11-11,B,Normal,E-wallet,211.37
2024-12-11,A,Normal,E-wallet,140.55
2024-06-05,A,Normal,E-wallet,42.69
2024-09-03,A,Normal,Cash,386.8
2024-09-21,A,Normal,E-wallet,141.98
2024-08-31,A,Member,E-wallet,275.62
2024-06-16,B,Normal,Cash,195.42
2024-02-25,B,Member,E-wallet,356.67
2024-12-18,A,Member,Cash,89.16
2024-09-17,A,Member,Cash,359.88
2024-10-22,B,Normal,Credit Card,76.16
2024-04-30,B,Normal,Credit Card,85.53
2024-05-09,B,Member,E-wallet,162.54
2024-11-12,B,Normal,E-wallet,240.23
2024-04-17,B,Member,Cash,223.17
2024-08-18,A,Member,E-wallet,114.5
2024-04-10,A,Normal,E-wallet,232.28
2025-01-19,A,Normal,Cash,92.23
2025-02-09,B,Normal,Credit Card,163.25
2024-10-28,A,Member,Cash,104.12
2025-02-11,A,Normal,Cash,316.67
2024-10-08,A,Normal,E-wallet,396.68
2024-12-19,B,Member,Cash,206.1
2024-05-20,A,Member,Cash,463.55
2024-06-27,A,Normal,E-wallet,412.7
2024-07-08,A,Normal,Cash,169.35
2024-07-21,A,Normal,Credit Card,399.11
2025-01-25,A,Normal,Credit Card,66.27
2024-11-24,B,Member,E-wallet,378.52
2024-09-08,B,Normal,E-wallet,470.06
2024-03-09,B,Normal,E-wallet,281.76
2024-05-02,B,Normal,E-wallet,464.45
2024-08-18,A,Normal,Credit Card,108.94
2024-07-30,B,Member,Cash,98.34
2024-04-29,A,Normal,E-wallet,417.82
2024-04-10,B,Normal,Cash,356.38
2024-02-28,B,Normal,Cash,164.49
2024-05-02,A,Member,Credit Card,261.69
2024-03-17,A,Member,Cash,411.64
2024-11-20,B,Normal,Cash,202.58
2025-01-12,B,Member,Credit Card,270.18
2024-05-22,B,Normal,Cash,251.06
2024-09-04,B,Normal,Credit Card,179.36
2024-12-28,A,Normal,Cash,147.99
2024-07-24,B,Normal,E-wallet,214.5
2024-06-24,A,Normal,Cash,64.35
2024-04-19,A,Normal,Credit Card,29.58
2024-06-14,A,Normal,Credit Card,407.98
2024-07-01,B,Normal,Cash,127.98
2024-07-16,A,Normal,E-wallet,44.74
2024-05-13,B,Normal,Cash,12.44
2024-02-21,B,Normal,Credit Card,60.44
2024-03-05,A,Member,Credit Card,409.81
2024-02-14,B,Normal,Cash,428.39
2024-03-03,A,Normal,E-wallet,213.21
2024-05-25,A,Normal,Cash,240.52
2024-09-19,A,Member,Credit Card,144.58
2024-02-20,A,Normal,E-wallet,398.53
2024-02-21,B,Member,Credit Card,171.93
2024-09-29,A,Normal,E-wallet,298.28
2024-04-16,A,Normal,Cash,111.64
2024-09-01,B,Normal,Cash,208.4
2024-02-18,B,Member,E-wallet,440.97
2024-05-28,B,Member,Credit Card,424.52
2024-12-11,B,Normal,Cash,193.94
2024-12-08,B,Normal,E-wallet,265.45
2025-01-25,A,Normal,E-wallet,93.82
2024-09-23,A,Normal,Cash,338.18
2025-01-05,A,Normal,Cash,407.98
2024-10-26,A,Member,Credit Card,229.35
2024-11-16,B,Member,Credit Card,151.65
2025-01-04,B,Normal,Cash,212.11
2024-05-04,A,Normal,E-wallet,252.35
2024-07-04,A,Member,Credit Card,250.59
2024-11-04,B,Member,Credit Card,259.58
2025-01-01,B,Member,Credit Card,314.25
2024-07-25,B,Member,Credit Card,242.75
2024-10-30,A,Normal,Credit Card,345.64
2025-01-21,A,Normal,Credit Card,273.98
2024-11-01,A,Normal,E-wallet,246.74
2024-12-31,B,Normal,E-wallet,424.45
2024-03-15,A,Normal,Credit Card,357.77
2024-06-20,B,Member,E-wallet,454.56
2024-06-10,B,Normal,Cash,373.11
2024-06-05,B,Normal,E-wallet,245.83
2024-06-19,A,Normal,Cash,266.04
2024-07-23,B,Normal,Credit Card,445.79
2025-01-11,A,Member,E-wallet,455.18
2025-01-01,B,Normal,Credit Card,16.94
2024-09-13,B,Member,Cash,247.94
2024-02-16,A,Member,Credit Card,456.36
2025-01-07,A,Normal,Credit Card,165.89
2024-05-21,A,Normal,Credit Card,100.73
2024-03-04,B,Member,Credit Card,283.26
2024-05-21,A,Normal,Credit Card,448.16
2024-09-26,A,Member,Cash,207.07
2024-06-19,B,Member,Credit Card,102.14
2024-11-17,A,Member,Credit Card,440.67
2024-07-23,A,Normal,Cash,151.22
2025-01-08,A,Normal,Credit Card,436.99
2024-04-10,B,Member,E-wallet,20.7
2024-11-10,B,Member,Cash,29.7
2024-03-12,A,Member,Credit Card,258.26
2024-04-02,A,Normal,E-wallet,252.13
2024-12-23,A,Member,Cash,180.81
2025-02-06,A,Normal,E-wallet,245.97
2025-01-03,B,Normal,E-wallet,385.1
2025-01-18,B,Member,E-wallet,122.17
2024-12-10,A,Member,Credit Card,175.58
2024-05-06,B,Member,E-wallet,298.18
2025-02-06,A,Normal,Cash,160.65
2024-05-07,A,Normal,E-wallet,12.3
2025-01-17,B,Member,E-wallet,477.67
2024-09-02,A,Normal,Cash,79.11
2025-01-09,B,Normal,Credit Card,39.09
2025-02-11,A,Normal,Credit Card,84.15
2024-12-26,B,Member,E-wallet,69.98
2025-01-05,B,Member,Cash,370.37
2024-12-16,B,Member,Cash,466.59
2024-05-19,A,Member,Credit Card,379.33
2025-02-02,A,Normal,E-wallet,131.25
2024-03-05,B,Member,E-wallet,41.96
2025-01-25,A,Member,E-wallet,283.4
2025-01-09,A,Normal,E-wallet,272.04
2024-06-25,A,Member,Cash,359.02
2024-11-24,A,Normal,Credit Card,77.57
2024-08-12,A,Normal,Credit Card,59.33
2024-02-25,A,Member,Credit Card,118.44
2025-01-10,A,Normal,Cash,489.46
2024-02-27,A,Member,Cash,102.75
2024-07-19,A,Normal,Credit Card,139.25
2024-07-28,A,Member,Credit Card,73.15
2024-06-29,A,Normal,Credit Card,91.0
2024-07-18,A,Normal,Cash,324.67
2025-02-07,A,Member,Cash,14.84
2024-03-08,A,Normal,E-wallet,95.03
2024-10-07,B,Normal,Credit Card,73.5
2024-06-17,B,Member,E-wallet,223.38
2024-12-23,B,Member,Cash,302.93
2024-02-13,A,Member,E-wallet,240.07
2025-01-13,B,Member,Credit Card,497.33
2025-01-14,A,Member,Credit Card,415.38
2024-05-27,A,Member,Cash,316.56
2024-10-30,B,Normal,E-wallet,489.12
2024-08-21,A,Normal,Cash,21.87
2024-10-08,B,Normal,Credit Card,90.03
2024-04-15,A,Member,E-wallet,463.61
2024-05-02,A,Member,Cash,447.61
2024-07-30,A,Member,E-wallet,128.23
2024-03-12,A,Member,E-wallet,281.22
2024-03-16,A,Normal,Credit Card,329.1
2024-05-06,B,Normal,E-wallet,258.87
2024-02-20,A,Normal,Cash,144.32
2024-09-25,B,Member,E-wallet,458.23
2024-10-05,A,Normal,E-wallet,186.03
2024-05-26,A,Normal,Cash,374.09
2024-04-19,B,Normal,Cash,335.94
2024-09-25,A,Normal,Cash,84.31
2025-01-24,B,Normal,E-wallet,255.24
2024-09-02,B,Member,E-wallet,213.87
2024-06-08,A,Normal,Credit Card,262.38
2024-06-02,B,Normal,E-wallet,350.25
2024-02-24,A,Normal,Credit Card,206.81
2024-08-24,A,Member,E-wallet,38.43
2024-11-12,A,Member,Credit Card,167.89
2024-05-22,A,Member,Cash,238.25
2024-03-14,A,Normal,Cash,389.83
2024-10-11,B,Member,Cash,230.77
2024-03-19,A,Normal,E-wallet,466.66
2024-04-18,B,Normal,Credit Card,250.1
2024-12-28,A,Member,Cash,159.72
2024-06-14,B,Member,Credit Card,17.68
2024-08-26,A,Normal,E-wallet,80.47
2024-06-13,A,Normal,Credit Card,368.24
2024-11-15,A,Normal,Credit Card,58.81
2024-08-25,B,Normal,E-wallet,223.14
2024-07-19,B,Normal,Cash,94.02
2024-12-14,B,Normal,Credit Card,339.99
2025-01-02,B,Normal,E-wallet,433.77
2024-04-16,B,Normal,Cash,439.13
2024-05-22,A,Normal,Credit Card,63.59
2024-05-19,A,Member,Cash,155.21
2024-10-30,A,Normal,Credit Card,124.01
2024-12-24,A,Normal,Cash,157.74
2024-05-05,A,Member,Cash,355.36
2025-01-20,B,Normal,Cash,263.81
2025-02-06,A,Normal,Credit Card,384.99
2025-01-16,B,Normal,Cash,265.74
2024-12-31,A,Normal,Cash,391.07
2024-06-16,A,Member,Cash,116.72
2024-05-07,B,Member,Cash,160.59
2024-04-21,B,Member,Cash,331.42
2024-08-06,A,Member,E-wallet,121.36
2024-09-27,B,Normal,Credit Card,35.79
2024-09-29,A,Normal,Cash,304.69
2024-04-13,B,Normal,E-wallet,17.23
2024-10-17,B,Member,Credit Card,398.55
2024-09-15,A,Normal,Cash,197.27
2024-08-31,B,Member,Cash,398.98
2025-02-10,A,Member,Credit Card,260.91
2024-04-09,A,Normal,E-wallet,326.68
2024-02-19,B,Member,E-wallet,193.79
2024-12-02,B,Member,Credit Card,229.84
2024-11-18,A,Normal,Credit Card,156.25
2024-02-25,B,Member,E-wallet,64.33
2024-05-05,A,Member,E-wallet,30.31
2025-01-12,B,Member,E-wallet,87.15
2025-01-08,A,Normal,Credit Card,271.9
2025-01-31,A,Member,Credit Card,304.16
2024-06-23,A,Member,E-wallet,281.0
2024-11-19,A,Member,Cash,129.97
2025-02-08,B,Member,E-wallet,387.59
2024-08-08,B,Member,Cash,183.49
2024-07-31,A,Member,Credit Card,476.44
2025-02-04,B,Normal,Credit Card,269.42
2024-06-12,B,Member,Credit Card,207.77
2024-07-25,A,Normal,Credit Card,393.22
2024-09-24,A,Member,E-wallet,170.94
2024-12-09,A,Normal,E-wallet,369.04
2024-12-01,A,Normal,E-wallet,265.7
2024-03-18,B,Normal,E-wallet,82.78
2024-03-08,B,Normal,E-wallet,185.93
2024-07-27,A,Normal,Cash,241.72
2024-07-13,B,Normal,E-wallet,328.94
2024-12-18,A,Normal,Credit Card,261.37
2024-09-02,A,Normal,Cash,258.9
2024-08-31,B,Member,Cash,271.54
2024-09-25,A,Normal,E-wallet,483.19
2024-03-10,B,Normal,E-wallet,210.39
2024-12-17,A,Member,Credit Card,472.09
2024-05-08,A,Member,Credit Card,257.84
2024-08-16,B,Member,E-wallet,370.36
2024-05-29,A,Normal,Cash,76.72
2024-05-29,A,Normal,E-wallet,484.48
2024-12-24,B,Normal,Cash,437.81
2024-04-29,B,Member,Credit Card,242.18
2024-11-30,A,Member,E-wallet,270.25
2024-12-08,A,Member,Cash,424.69
2024-11-28,A,Member,Credit Card,308.82
2024-05-04,A,Member,Credit Card,154.87
2024-03-14,A,Normal,Cash,304.39
2024-08-03,B,Member,E-wallet,161.44
2025-01-31,A,Normal,Credit Card,342.36
2024-06-06,A,Member,Cash,497.3
2024-10-22,A,Normal,E-wallet,386.64
2024-04-27,A,Normal,Cash,307.48
2024-11-14,B,Member,E-wallet,35.24
2025-01-21,A,Normal,Credit Card,352.64
2024-09-24,B,Normal,Credit Card,499.58
2024-07-15,A,Member,E-wallet,283.92
2025-01-07,A,Member,Cash,412.84
2024-09-16,B,Normal,Credit Card,279.3
2024-02-14,B,Member,Cash,77.38
2025-01-16,A,Normal,E-wallet,37.29
2024-08-22,B,Normal,Credit Card,387.2
2024-08-08,A,Normal,Cash,328.29
2024-08-18,B,Member,Credit Card,194.48
2024-10-05,A,Member,Cash,206.6
2024-12-08,B,Normal,E-wallet,184.25
2024-11-03,B,Normal,E-wallet,67.69
2025-02-09,A,Normal,Credit Card,230.28
2024-10-27,B,Member,Cash,16.55
2024-11-01,B,Normal,Cash,248.44
2024-02-14,B,Member,Cash,43.63
2024-03-01,B,Member,E-wallet,358.55
2024-09-29,B,Normal,Credit Card,292.32
2024-09-10,B,Normal,E-wallet,167.47
2024-07-14,A,Normal,E-wallet,406.95
2024-03-22,B,Normal,Credit Card,57.97
2024-12-24,A,Normal,Credit Card,133.23
2024-09-01,B,Normal,E-wallet,75.04
2024-11-16,B,Normal,Credit Card,182.46
2024-10-17,A,Normal,E-wallet,289.85
2024-12-14,A,Normal,Credit Card,26.3
2024-07-21,B,Member,Cash,225.73
2024-02-23,A,Member,E-wallet,291.46
2025-02-04,B,Normal,Credit Card,334.84
2024-10-04,A,Normal,Credit Card,316.15
2024-09-03,A,Normal,E-wallet,449.68
2024-08-17,B,Member,Cash,233.62
2024-04-22,A,Member,Credit Card,423.83
2024-10-12,A,Normal,Credit Card,473.42
2024-10-05,A,Member,Cash,100.08
2024-08-25,B,Normal,E-wallet,423.91
2024-07-08,A,Member,Credit Card,172.43
2024-04-03,B,Member,Credit Card,281.76
2024-12-24,B,Normal,E-wallet,156.48
2024-12-10,A,Member,Credit Card,153.61
2025-01-27,A,Normal,E-wallet,98.62
2024-12-26,B,Member,Cash,22.55
2024-06-06,B,Member,Cash,485.83
2024-06-17,B,Normal,Credit Card,437.62
2024-11-02,B,Normal,Cash,388.8
2024-06-27,B,Normal,Cash,377.7
2024-04-09,B,Member,Cash,215.16
2024-05-06,A,Normal,Cash,346.04
2024-08-08,A,Member,Credit Card,53.06
2024-10-15,B,Member,Cash,200.85
2024-08-19,A,Normal,Cash,200.45
2024-07-30,A,Normal,Cash,453.86
2024-04-19,A,Normal,E-wallet,70.98
2024-03-29,B,Member,Credit Card,183.44
2024-10-17,B,Member,Cash,491.5
2024-04-11,A,Normal,E-wallet,279.37
2024-04-17,B,Member,Cash,80.56
2024-08-23,B,Normal,Cash,64.82
2025-01-27,B,Member,Credit Card,268.39
2024-03-14,A,Normal,E-wallet,69.99
2024-06-06,B,Normal,E-wallet,280.79
2024-11-02,A,Normal,Credit Card,490.01
2025-01-19,A,Member,Cash,428.96
2025-01-05,A,Member,Credit Card,10.47
2024-09-24,A,Member,Cash,188.83
2025-02-11,B,Normal,Cash,311.35
2024-06-09,A,Member,Credit Card,255.19
2024-11-25,B,Member,Cash,224.34
2025-01-02,B,Member,E-wallet,432.64
2024-08-24,A,Normal,E-wallet,286.0
2024-10-06,B,Normal,E-wallet,284.33
2025-01-25,B,Member,Credit Card,467.57
2025-01-20,A,Member,E-wallet,396.59
2024-07-21,A,Normal,Cash,186.78
2024-08-06,B,Member,Cash,476.38
2024-05-25,A,Normal,Cash,462.45
2024-04-20,B,Member,Cash,290.49
2024-05-24,A,Member,E-wallet,371.78
2024-03-17,A,Member,Credit Card,104.49
2024-02-29,A,Member,Cash,154.09
2025-02-06,B,Normal,Cash,320.48
2024-06-11,B,Normal,Credit Card,336.88
2024-08-27,B,Member,Credit Card,473.17
2024-05-18,B,Normal,E-wallet,396.11
2024-08-23,A,Member,E-wallet,251.64
2024-06-12,A,Normal,Cash,443.1
2024-03-05,B,Member,Cash,78.3
2024-08-26,B,Member,Credit Card,373.27
2024-03-18,A,Member,E-wallet,368.44
2024-06-20,A,Member,Credit Card,273.54
2024-05-10,A,Normal,Credit Card,391.41
2024-06-13,B,Normal,E-wallet,28.15
2024-08-20,B,Member,Credit Card,168.27
2024-07-10,A,Normal,Credit Card,58.85
2024-11-09,B,Member,E-wallet,269.51
2024-11-09,B,Member,Cash,261.48
2024-04-14,A,Normal,Cash,65.67
2024-05-22,A,Normal,E-wallet,68.24
2024-02-28,A,Normal,Credit Card,30.68
2024-08-24,B,Member,Credit Card,464.57
2024-09-20,B,Member,E-wallet,60.2
2024-06-09,A,Normal,E-wallet,371.96
2024-10-17,B,Member,E-wallet,459.32
2024-11-03,A,Normal,Credit Card,83.23
2024-12-03,B,Normal,Cash,159.59
2024-11-05,A,Member,Credit Card,163.57
2024-11-30,A,Normal,Cash,46.36
2024-10-25,B,Member,Credit Card,130.9
2024-11-08,B,Member,Cash,243.94
2024-03-12,B,Member,E-wallet,115.03
2024-04-27,B,Member,Cash,364.1
2025-01-29,B,Member,Credit Card,154.93
2024-07-31,B,Normal,Credit Card,240.39
2024-10-21,B,Member,E-wallet,110.93
2024-12-03,B,Member,E-wallet,177.31
2024-04-07,A,Normal,Credit Card,72.75
2024-12-27,A,Normal,Credit Card,468.9
2024-03-08,B,Normal,Cash,346.78
2024-09-09,A,Normal,Cash,14.27
2024-07-15,A,Member,Credit Card,278.33
2024-12-09,B,Normal,Cash,357.57
2024-05-10,A,Member,Credit Card,243.99
2024-07-24,A,Member,Cash,371.25
2024-09-20,A,Normal,E-wallet,80.3
2025-01-20,A,Member,Credit Card,267.47
2024-06-05,B,Member,Cash,318.16
2024-04-06,B,Member,Cash,338.59
2024-05-21,A,Member,Credit Card,30.82
2024-03-01,B,Normal,Credit Card,93.28
2024-06-03,B,Normal,Cash,117.78
2024-08-22,A,Normal,Credit Card,21.96
2024-12-14,B,Member,Cash,337.72
2024-04-16,A,Member,Cash,74.14
2024-11-08,B,Normal,Cash,392.87
2024-09-20,A,Member,E-wallet,97.31
2025-02-10,B,Member,Cash,319.86
2024-09-04,A,Normal,E-wallet,212.97
2024-11-23,A,Member,E-wallet,68.51
2024-05-27,B,Member,E-wallet,332.95
2024-06-14,B,Member,E-wallet,268.16
2024-11-16,A,Normal,Cash,118.65
2024-03-06,A,Member,Cash,385.57
2024-06-16,B,Member,Cash,258.7
2024-07-30,A,Normal,Cash,156.82
2025-01-07,B,Member,E-wallet,370.55
2024-03-30,B,Normal,Credit Card,327.44
2024-08-02,B,Member,E-wallet,61.04
2025-01-05,B,Normal,Credit Card,399.04
2024-06-19,B,Normal,Cash,51.66
2024-06-12,A,Member,Cash,414.36
2024-12-14,B,Normal,Cash,192.18
2024-03-24,A,Normal,Credit Card,165.92
2024-09-04,A,Normal,Cash,159.81
2024-07-07,B,Member,Cash,494.06
2025-01-05,A,Member,Cash,440.64
2024-05-18,B,Member,Credit Card,482.15
2024-11-20,A,Member,E-wallet,55.0
2024-03-25,A,Normal,Credit Card,430.47
2024-11-13,A,Member,Credit Card,166.58
2024-05-05,B,Member,Cash,230.16
2024-07-23,A,Member,Cash,207.33
2025-01-15,B,Normal,Cash,354.9
2025-01-01,B,Normal,Credit Card,434.86
2024-05-29,B,Normal,E-wallet,335.02
2024-10-01,B,Member,Cash,172.06
2024-05-23,A,Member,Credit Card,24.19
2025-02-05,B,Normal,E-wallet,83.1
2025-01-16,A,Normal,Cash,498.03
2024-05-21,A,Member,Credit Card,311.21
2024-09-30,B,Member,Cash,183.84
2024-04-06,A,Member,Cash,384.56
2024-09-11,B,Member,E-wallet,173.84
2024-10-16,A,Normal,E-wallet,175.48
2024-02-28,A,Normal,Cash,294.47
2024-10-29,B,Member,Cash,481.87
2024-11-22,A,Normal,E-wallet,262.17
2024-06-09,B,Member,E-wallet,222.56
2024-11-20,A,Normal,E-wallet,100.03
2024-12-29,A,Member,E-wallet,93.5
2024-07-22,B,Normal,Credit Card,114.09
2024-05-02,A,Normal,Cash,286.01
2024-11-23,A,Member,E-wallet,309.86
2024-05-09,A,Member,Credit Card,106.12
2024-02-20,B,Normal,Credit Card,69.23
2024-12-07,B,Member,E-wallet,169.6
2024-11-17,A,Normal,Cash,176.49
2024-11-14,B,Normal,E-wallet,274.6
2024-03-27,B,Normal,Credit Card,391.58
2025-01-13,B,Member,Credit Card,354.31
2024-03-05,B,Normal,Credit Card,345.59
2024-05-06,A,Member,Cash,230.52
2024-12-23,B,Normal,E-wallet,352.24
2024-04-12,A,Normal,E-wallet,113.42
2024-08-14,B,Normal,Cash,467.23
2024-02-29,B,Normal,Credit Card,118.16
2024-02-12,B,Member,E-wallet,412.29
2024-03-29,A,Normal,Credit Card,378.54
2024-04-29,B,Normal,Credit Card,234.83
2024-09-05,B,Normal,Cash,138.94
2025-01-18,B,Member,Cash,292.38
2024-03-15,B,Normal,Credit Card,153.89
2024-03-09,A,Member,Cash,170.61
2024-10-09,B,Member,Credit Card,215.52
2024-08-08,B,Member,Credit Card,235.88
2024-02-27,A,Normal,E-wallet,375.81
2024-09-23,A,Normal,Credit Card,43.6
2024-09-21,B,Normal,E-wallet,370.7
2024-10-19,B,Normal,Credit Card,180.78
2024-07-18,B,Normal,Cash,260.3
2024-02-13,A,Member,Credit Card,380.62
2024-10-02,B,Member,Credit Card,241.89
2024-02-27,A,Member,Credit Card,60.69
2024-02-26,B,Member,E-wallet,68.52
2024-11-22,A,Member,Cash,122.34
2024-10-23,A,Normal,E-wallet,402.64
2024-07-01,A,Normal,Cash,401.27
2025-01-09,B,Member,E-wallet,165.36
2024-11-08,B,Member,E-wallet,470.34
2024-09-30,A,Normal,Credit Card,184.7
2024-08-11,B,Normal,Credit Card,154.72
2024-11-17,B,Normal,Cash,26.29
2024-07-18,A,Member,Credit Card,389.01
2024-12-27,B,Member,E-wallet,121.39
2024-04-29,B,Member,Cash,227.36
2024-03-19,A,Member,Cash,445.71
2024-11-14,B,Normal,Cash,212.97
2024-08-26,B,Member,E-wallet,462.1
2024-06-10,B,Member,Cash,60.12
2024-07-29,A,Member,E-wallet,114.14
2024-04-16,B,Normal,Cash,254.42
2025-01-02,A,Member,Credit Card,296.09
2024-11-07,B,Normal,Credit Card,131.46
2024-02-16,B,Normal,E-wallet,166.97
2024-04-11,A,Normal,E-wallet,347.44
2025-01-06,A,Normal,E-wallet,183.01
2024-05-21,A,Member,E-wallet,319.62
2024-02-20,A,Normal,E-wallet,240.22
2024-12-25,A,Normal,E-wallet,207.34
2024-09-29,B,Member,Credit Card,267.62
2024-07-27,A,Normal,E-wallet,488.91
2024-04-16,B,Member,E-wallet,366.52
2024-02-18,A,Member,Cash,346.06
2024-08-30,B,Member,Cash,363.13
2024-05-09,A,Member,Cash,165.76
2024-04-08,A,Member,Cash,277.39
2024-11-30,B,Normal,Credit Card,149.23
2024-11-08,B,Member,E-wallet,292.96
2024-11-01,B,Normal,E-wallet,216.49
2024-06-19,B,Member,E-wallet,363.75
2024-06-01,A,Normal,E-wallet,283.48
2024-06-04,B,Normal,Cash,436.51
2024-09-03,A,Member,E-wallet,400.9
2024-04-21,B,Normal,E-wallet,63.5
2024-12-04,B,Normal,Credit Card,54.71
2025-01-18,A,Member,Cash,438.92
2025-01-15,A,Member,Credit Card,237.95
2024-04-03,B,Member,Cash,78.96
2024-05-17,A,Member,E-wallet,137.63
2024-03-04,A,Normal,Cash,24.62
2024-10-09,B,Member,Cash,404.6
2024-08-19,B,Normal,E-wallet,268.1
2024-02-12,A,Normal,Credit Card,178.29
2024-08-17,A,Normal,Cash,229.45
2024-06-17,B,Normal,E-wallet,359.35
2025-01-31,A,Normal,Credit Card,81.14
2024-05-11,A,Normal,Cash,256.22
2024-10-17,A,Normal,Cash,402.58
2025-01-24,A,Member,Cash,212.53
2024-06-16,A,Normal,Credit Card,365.96
2024-04-23,A,Member,E-wallet,305.7
2024-08-20,B,Member,Credit Card,222.7
2024-12-25,A,Normal,Cash,111.47
2024-09-22,A,Member,Cash,51.64
2024-03-16,A,Normal,Cash,105.2
2024-11-23,B,Member,Credit Card,201.39
2024-05-20,A,Member,E-wallet,280.19
2024-04-22,A,Normal,Credit Card,59.39
2024-11-28,A,Normal,E-wallet,360.18
2024-04-23,B,Member,Credit Card,170.48
2024-05-14,A,Normal,Cash,217.29
2024-10-18,A,Member,Cash,160.61
2024-06-06,B,Member,Credit Card,298.14
2024-06-07,A,Member,E-wallet,468.71
2024-10-03,A,Member,Cash,472.81
2024-04-15,B,Member,Cash,295.28
2024-06-03,B,Member,Cash,32.61
2024-03-11,B,Member,Credit Card,120.9
2024-06-08,A,Normal,Credit Card,210.0
2025-01-19,B,Member,E-wallet,105.05
2024-07-25,B,Normal,Cash,72.66
2024-09-05,A,Member,E-wallet,316.03
2024-05-09,A,Normal,E-wallet,165.1
2024-11-07,A,Member,E-wallet,213.46
2024-03-14,B,Member,Cash,361.5
2024-07-14,A,Member,E-wallet,396.01
2024-09-17,A,Member,Credit Card,363.08
2024-07-31,B,Member,E-wallet,189.43
2024-07-05,B,Member,Credit Card,453.54
2024-11-10,B,Member,E-wallet,344.13
2024-04-04,B,Normal,Credit Card,343.61
2025-01-05,A,Member,Cash,143.13
2024-12-28,A,Normal,E-wallet,259.32
2025-01-04,B,Normal,Credit Card,45.81
2024-03-30,A,Member,E-wallet,36.06
2025-01-22,A,Normal,Credit Card,479.41
2024-08-14,A,Normal,Credit Card,104.68
2024-04-11,A,Member,Credit Card,391.88
2024-09-24,A,Normal,Cash,431.82
2024-10-16,B,Normal,Credit Card,55.03
2024-12-03,A,Normal,E-wallet,311.31
2024-12-28,A,Member,E-wallet,38.92
2025-02-04,B,Member,Cash,197.44
2024-05-23,A,Normal,Credit Card,103.95
2025-01-05,A,Normal,Credit Card,489.45
2024-05-12,B,Normal,E-wallet,110.55
2025-01-22,A,Member,Cash,37.63
2024-12-15,A,Normal,Cash,257.3
2024-10-05,B,Normal,Credit Card,337.72
2025-01-19,A,Normal,Credit Card,406.01
2024-02-22,A,Normal,E-wallet,18.0
2025-01-30,B,Normal,Cash,405.14
2025-01-04,A,Normal,Credit Card,453.41
2024-09-29,B,Member,Credit Card,183.28
2024-09-21,B,Normal,E-wallet,256.51
2024-03-20,B,Member,E-wallet,10.79
2024-12-23,A,Member,Cash,399.6
2025-01-22,B,Member,Cash,385.99
2024-08-05,A,Normal,Credit Card,297.7
2024-12-13,B,Normal,Credit Card,400.65
2024-09-17,A,Member,Cash,19.69
2024-08-01,A,Member,Cash,284.74
2024-08-21,B,Normal,E-wallet,349.44
2025-01-23,B,Member,Cash,18.17
2025-01-29,B,Member,Credit Card,333.61
2024-05-09,B,Member,E-wallet,256.58
2024-12-06,A,Normal,Cash,297.16
2024-07-25,B,Member,E-wallet,259.81
2024-06-18,B,Normal,Credit Card,201.69
2024-07-07,B,Member,Cash,494.55
